ROWID,State,City,Year,Population,ViolentCrime,MurderAndNonEgligentManslaughter,ForcibleRape,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson,Year_id,City_id,State_id
148114,Georgia,Midway,2008,1065,4,0,1,0,3,31,8,22,1,0,3,7121,11
148115,Georgia,Milledgeville,2008,20194,78,0,5,35,38,1046,212,799,35,7,3,1525,11
148116,Georgia,Milton,2008,15054,14,1,2,3,8,445,81,346,18,0,3,1134,11
148117,Georgia,Molena,2008,477,0,0,0,0,0,0,0,0,0,0,3,1527,11
148118,Georgia,Monroe,2008,13707,87,1,7,31,48,609,171,407,31,0,3,1074,11
148119,Georgia,Montezuma,2008,3845,32,1,1,2,28,177,50,120,7,0,3,1528,11
148120,Georgia,Monticello,2008,2615,14,0,1,2,11,107,23,77,7,0,3,365,11
148121,Georgia,Morrow,2008,5534,48,0,3,26,19,1085,65,959,61,0,3,1529,11
148122,Georgia,Moultrie,2008,15294,135,1,6,58,70,1106,215,865,26,8,3,1530,11
148123,Georgia,Mount Airy,2008,1018,5,0,0,0,5,0,8,13,0,0,3,1531,11
148124,Georgia,Mount Zion,2008,1595,0,0,0,0,0,8,5,3,0,0,3,1532,11
148125,Georgia,Nashville,2008,4840,23,0,3,7,13,252,70,175,7,4,3,371,11
148126,Georgia,Newnan,2008,30967,155,0,1,38,116,1188,250,875,63,3,3,1533,11
148127,Georgia,Newton,2008,788,1,0,0,1,0,2,0,0,2,0,3,180,11
148128,Georgia,Norcross,2008,10782,92,2,5,57,28,457,130,282,45,1,3,6766,11
148129,Georgia,Oakwood,2008,4208,21,0,0,8,13,237,59,164,14,0,3,6965,11
148130,Georgia,Ocilla,2008,3153,25,0,5,3,17,217,56,155,6,0,3,1535,11
148131,Georgia,Oxford,2008,2586,2,0,0,0,2,32,11,20,1,0,3,190,11
148132,Georgia,Palmetto,2008,5245,11,0,3,2,6,185,60,108,17,0,3,1336,11
148133,Georgia,Peachtree City,2008,34882,15,0,0,8,7,618,60,470,88,0,3,1537,11
148134,Georgia,Pembroke,2008,2499,32,1,0,2,29,93,21,65,7,0,3,2236,11
148135,Georgia,Pine Mountain,2008,1278,2,0,0,0,2,67,17,48,2,0,3,1539,11
148136,Georgia,Pooler,2008,14813,21,0,0,9,12,593,82,480,31,0,3,1540,11
148137,Georgia,Portal,2008,613,0,0,0,0,0,0,0,0,0,0,3,7122,11
148138,Georgia,Port Wentworth,2008,4307,9,0,1,2,6,149,16,106,27,0,3,1541,11
148139,Georgia,Powder Springs,2008,15719,95,0,4,15,76,416,110,269,37,3,3,1542,11
148140,Georgia,Reidsville,2008,2448,18,0,0,2,16,136,35,95,6,0,3,1543,11
148141,Georgia,Richland,2008,1566,19,0,1,1,17,47,14,32,1,0,3,3135,11
148142,Georgia,Rincon,2008,7948,23,0,1,8,14,249,37,200,12,0,3,1545,11
148143,Georgia,Ringgold,2008,2788,14,0,0,1,13,178,27,143,8,0,3,1546,11
148144,Georgia,Rockmart,2008,4566,16,1,0,2,13,168,27,136,5,0,3,1549,11
148145,Georgia,Rossville,2008,3442,25,0,1,4,20,203,46,141,16,0,3,1551,11
148146,Georgia,Roswell,2008,88069,174,1,14,99,60,2479,528,1807,144,0,3,1552,11
148147,Georgia,Royston,2008,2742,1,0,0,0,1,70,0,70,0,0,3,1553,11
148148,Georgia,Sandersville,2008,6172,43,0,5,13,25,396,118,257,21,0,3,1554,11
148149,Georgia,Sandy Springs,2008,82953,223,0,17,161,45,3118,885,1953,280,0,3,1555,11
148150,Georgia,Savannah-Chatham Metropolitan,2008,211475,1285,26,37,804,418,11250,2974,7064,1212,62,3,1556,11
148151,Georgia,Screven,2008,788,5,0,0,1,4,13,7,5,1,0,3,7123,11
148152,Georgia,Shiloh,2008,425,1,0,0,0,1,8,6,1,1,0,3,1558,11
148153,Georgia,Smyrna,2008,50196,313,1,7,108,197,1673,427,1096,150,0,3,1139,11
148154,Georgia,Snellville,2008,20467,52,0,2,19,31,807,80,678,49,0,3,1559,11
148155,Georgia,Springfield,2008,2115,4,0,0,0,4,73,12,53,8,0,3,1028,11
148156,Georgia,Statesboro,2008,27119,388,1,7,57,323,1465,325,1088,52,0,3,1560,11
148157,Georgia,Statham,2008,2934,15,0,1,0,14,125,35,78,12,0,3,1561,11
148158,Georgia,St. Marys,2008,16916,101,0,5,19,77,505,92,404,9,0,3,1562,11
148159,Georgia,Stone Mountain,2008,7714,7,0,1,3,3,243,94,47,102,0,3,1563,11
148160,Georgia,Suwanee,2008,15848,27,0,1,11,15,510,75,399,36,0,3,1564,11
148161,Georgia,Sylvania,2008,2489,19,1,0,3,15,123,26,94,3,0,3,237,11
148162,Georgia,Tallapoosa,2008,3110,5,0,0,2,3,128,26,88,14,0,3,1568,11
148163,Georgia,Tallulah Falls,2008,158,0,0,0,0,0,3,2,1,0,0,3,1569,11
148164,Georgia,Temple,2008,4710,21,0,1,2,18,142,26,98,18,0,3,1570,11
148165,Georgia,Thomaston,2008,9134,31,0,1,7,23,391,69,312,10,0,3,238,11
148166,Georgia,Thomasville,2008,19108,74,0,2,38,34,1233,289,891,53,0,3,239,11
148167,Georgia,Thunderbolt,2008,2666,10,0,4,5,1,130,43,78,9,0,3,7124,11
148168,Georgia,Tifton,2008,16611,207,2,7,65,133,1207,271,881,55,5,3,1572,11
148169,Georgia,Tignall,2008,625,1,0,0,0,1,16,10,6,0,0,3,7125,11
148170,Georgia,Tyrone,2008,6811,4,0,2,1,1,116,21,88,7,1,3,1576,11
148171,Georgia,Union City,2008,17487,300,1,1,85,213,1705,452,1015,238,0,3,885,11
148172,Georgia,Valdosta,2008,47989,280,1,30,114,135,2388,548,1686,154,0,3,1577,11
148173,Georgia,Vidalia,2008,11312,134,0,7,52,75,896,192,647,57,6,3,1578,11
148174,Georgia,Villa Rica,2008,14072,101,0,5,2,94,551,80,440,31,0,3,1580,11
148175,Georgia,Warner Robins,2008,61859,333,4,18,91,220,3805,851,2778,176,22,3,1581,11
148176,Georgia,Waverly Hall,2008,809,7,0,1,1,5,4,3,1,0,0,3,1584,11
148177,Georgia,Waycross,2008,14695,151,0,4,32,115,1024,126,866,32,0,3,1585,11
148178,Georgia,West Point,2008,3365,49,0,9,8,32,249,64,160,25,5,3,1587,11
148179,Georgia,Willacoochee,2008,1554,0,0,0,0,0,9,6,3,0,0,3,6772,11
148180,Georgia,Winder,2008,14068,78,0,7,7,64,847,134,683,30,0,3,1588,11
148181,Georgia,Woodbury,2008,1060,5,1,0,2,2,38,11,24,3,0,3,2881,11
148182,Georgia,Wrens,2008,2209,17,0,1,7,9,135,39,91,5,0,3,1589,11
148183,Georgia,Zebulon,2008,1239,10,0,0,1,9,23,7,15,1,0,3,1590,11
148184,Hawaii,Honolulu,2008,906349,2575,18,203,928,1426,31781,6370,21473,3938,365,3,1591,12
148185,Iowa,Adel,2008,4188,6,0,0,0,6,83,20,54,9,0,3,1423,13
148186,Iowa,Algona,2008,5316,13,0,1,0,12,40,16,23,1,1,3,1593,13
148187,Iowa,Altoona,2008,14355,17,0,5,2,10,472,49,407,16,2,3,1594,13
148188,Iowa,Ames,2008,55249,173,4,26,10,133,1636,346,1228,62,2,3,1595,13
148189,Iowa,Anamosa,2008,5749,4,0,0,0,4,127,24,97,6,2,3,1596,13
148190,Iowa,Ankeny,2008,42632,34,1,9,6,18,641,89,536,16,3,3,6773,13
148191,Iowa,Atlantic,2008,6725,8,0,1,0,7,114,17,93,4,1,3,1597,13
148192,Iowa,Belmond,2008,2315,0,0,0,0,0,12,5,6,1,0,3,6774,13
148193,Iowa,Bettendorf,2008,32592,28,0,3,1,24,595,136,442,17,9,3,1598,13
148194,Iowa,Bloomfield,2008,2573,8,0,1,0,7,5,1,4,0,2,3,1043,13
148195,Iowa,Boone,2008,12611,81,0,14,1,66,284,88,186,10,4,3,1599,13
148196,Iowa,Burlington,2008,25214,198,1,9,44,144,1136,208,859,69,26,3,936,13
148197,Iowa,Camanche,2008,4266,2,0,0,0,2,38,6,31,1,0,3,1600,13
148198,Iowa,Carlisle,2008,3670,6,0,1,0,5,49,22,26,1,1,3,283,13
148199,Iowa,Carroll,2008,9992,7,0,3,0,4,153,22,124,7,2,3,1601,13
148200,Iowa,Carter Lake,2008,3227,15,0,2,2,11,166,34,120,12,1,3,1602,13
148201,Iowa,Cedar Falls,2008,37759,129,0,12,10,107,671,113,536,22,12,3,1603,13
148202,Iowa,Cedar Rapids,2008,126984,448,3,34,136,275,5949,1252,4353,344,26,3,1604,13
148203,Iowa,Centerville,2008,5466,26,1,3,1,21,224,62,154,8,3,3,1449,13
148204,Iowa,Chariton,2008,4454,20,0,2,0,18,180,40,125,15,1,3,1605,13
148205,Iowa,Charles City,2008,7516,10,1,0,0,9,113,15,93,5,4,3,1606,13
148206,Iowa,Cherokee,2008,4720,0,0,0,0,0,79,6,68,5,0,3,66,13
148207,Iowa,Clarinda,2008,5501,12,0,1,0,11,211,77,117,17,9,3,1607,13
148208,Iowa,Clarion,2008,2723,4,0,0,1,3,70,8,60,2,0,3,1608,13
148209,Iowa,Clinton,2008,26483,152,0,9,16,127,1075,253,751,71,14,3,291,13
148210,Iowa,Clive,2008,14717,32,0,5,1,26,335,59,256,20,3,3,1609,13
148211,Iowa,Coralville,2008,18672,42,0,12,15,15,647,94,530,23,2,3,1610,13
148212,Iowa,Council Bluffs,2008,60108,415,3,68,66,278,4237,866,2957,414,54,3,1611,13
148213,Iowa,Cresco,2008,3732,5,0,2,0,3,66,11,52,3,1,3,1612,13
148214,Iowa,Creston,2008,7483,16,0,0,5,11,234,46,174,14,0,3,4387,13
148215,Iowa,Davenport,2008,99070,794,6,46,199,543,5747,1283,4153,311,33,3,1198,13
148216,Iowa,Decorah,2008,7916,3,0,0,0,3,14,1,11,2,0,3,1613,13
148217,Iowa,Denison,2008,7265,10,0,0,0,10,76,9,62,5,2,3,1614,13
148218,Iowa,Des Moines,2008,196680,1330,12,171,319,828,10016,1999,7253,764,43,3,1615,13
148219,Iowa,De Witt,2008,5276,12,0,0,0,12,117,70,44,3,1,3,300,13
148220,Iowa,Dubuque,2008,57262,356,0,21,25,310,1915,487,1357,71,24,3,1616,13
148221,Iowa,Dyersville,2008,4178,1,0,1,0,0,46,7,37,2,0,3,1617,13
148222,Iowa,Eldora,2008,2734,8,0,0,0,8,31,2,27,2,1,3,1618,13
148223,Iowa,Eldridge,2008,4900,5,0,1,0,4,93,8,77,8,0,3,6776,13
148224,Iowa,Emmetsburg,2008,3621,3,0,0,0,3,18,8,10,0,0,3,1619,13
148225,Iowa,Estherville,2008,6247,12,0,0,0,12,124,35,82,7,0,3,1620,13
148226,Iowa,Evansdale,2008,5065,6,0,2,0,4,147,47,94,6,1,3,1621,13
148227,Iowa,Fairfield,2008,9113,13,0,1,0,12,283,67,208,8,1,3,101,13
148228,Iowa,Forest City,2008,4094,8,0,0,0,8,37,17,19,1,1,3,1622,13
148229,Iowa,Fort Dodge,2008,25100,172,1,7,26,138,1529,386,1044,99,8,3,1623,13
148230,Iowa,Fort Madison,2008,10808,58,0,11,5,42,352,84,246,22,2,3,1624,13
148231,Iowa,Garner,2008,2937,0,0,0,0,0,37,18,18,1,1,3,1625,13
148232,Iowa,Glenwood,2008,5687,6,0,0,0,6,102,14,82,6,1,3,319,13
148233,Iowa,Grinnell,2008,9216,19,0,4,2,13,274,70,199,5,8,3,6777,13
148234,Iowa,Grundy Center,2008,2515,2,0,0,0,2,14,3,11,0,0,3,7126,13
148235,Iowa,Hampton,2008,4159,0,0,0,0,0,8,1,7,0,0,3,328,13
148236,Iowa,Hawarden,2008,2373,0,0,0,0,0,23,8,14,1,0,3,1626,13
148237,Iowa,Humboldt,2008,4213,1,0,0,0,1,27,4,19,4,0,3,1627,13
148238,Iowa,Independence,2008,6106,6,0,1,0,5,194,56,128,10,2,3,1865,13
148239,Iowa,Indianola,2008,14572,28,0,8,1,19,269,54,199,16,0,3,1628,13
148240,Iowa,Iowa City,2008,67600,257,7,24,55,171,1692,388,1232,72,13,3,1629,13
148241,Iowa,Iowa Falls,2008,5007,3,0,1,0,2,130,11,117,2,0,3,6778,13
148242,Iowa,Jefferson,2008,4184,3,0,0,1,2,82,44,25,13,0,3,1508,13
148243,Iowa,Johnston,2008,16354,17,0,6,2,9,243,43,197,3,1,3,1630,13
148244,Iowa,Keokuk,2008,10381,143,0,9,1,133,543,87,427,29,12,3,7127,13
148245,Iowa,Le Mars,2008,9178,21,1,4,0,16,256,64,174,18,1,3,1631,13
148246,Iowa,Manchester,2008,4854,19,0,0,0,19,68,22,42,4,0,3,1069,13
148247,Iowa,Maquoketa,2008,5891,11,0,3,2,6,162,46,107,9,2,3,1633,13
148248,Iowa,Marion,2008,32954,32,1,4,5,22,625,175,415,35,11,3,163,13
148249,Iowa,Marshalltown,2008,25792,157,0,2,10,145,1016,258,700,58,3,3,1634,13
148250,Iowa,Mason City,2008,27305,33,1,6,3,23,900,142,720,38,4,3,1635,13
148251,Iowa,Missouri Valley,2008,2769,1,0,0,0,1,67,8,55,4,0,3,7128,13
148252,Iowa,Monticello,2008,3719,4,0,0,0,4,32,5,22,5,0,3,365,13
148253,Iowa,Mount Pleasant,2008,8783,25,0,2,0,23,242,58,168,16,2,3,1636,13
148254,Iowa,Mount Vernon,2008,4258,2,0,1,0,1,77,4,68,5,0,3,176,13
148255,Iowa,Muscatine,2008,22383,116,0,20,4,92,771,161,565,45,6,3,1637,13
148256,Iowa,Nevada,2008,6639,39,1,2,0,36,162,21,121,20,2,3,1638,13
148257,Iowa,New Hampton,2008,3439,5,0,0,0,5,22,6,15,1,1,3,1639,13
148258,Iowa,Newton,2008,15111,21,1,0,1,19,428,74,343,11,2,3,180,13
148259,Iowa,North Liberty,2008,11990,25,0,5,4,16,45,18,19,8,0,3,1794,13
148260,Iowa,Norwalk,2008,8709,21,0,0,1,20,175,29,141,5,1,3,741,13
148261,Iowa,Oelwein,2008,6064,2,0,0,0,2,98,44,51,3,2,3,1640,13
148262,Iowa,Osage,2008,3425,8,0,0,0,8,63,26,33,4,0,3,1641,13
148263,Iowa,Osceola,2008,4697,2,0,0,0,2,115,13,97,5,0,3,375,13
148264,Iowa,Oskaloosa,2008,11040,26,0,6,6,14,338,73,248,17,2,3,1642,13
148265,Iowa,Ottumwa,2008,24479,147,0,13,7,127,1073,247,780,46,9,3,1643,13
148266,Iowa,Pella,2008,10470,32,0,0,0,32,186,35,149,2,7,3,1644,13
148267,Iowa,Perry,2008,9049,27,0,0,0,27,149,20,119,10,1,3,1344,13
148268,Iowa,Pleasant Hill,2008,8292,10,0,1,0,9,113,37,65,11,0,3,775,13
148269,Iowa,Polk City,2008,3202,1,0,0,0,1,16,5,11,0,0,3,1645,13
148270,Iowa,Prairie City,2008,1436,0,0,0,0,0,7,2,5,0,0,3,1646,13
148271,Iowa,Red Oak,2008,5699,11,0,0,2,9,196,54,133,9,4,3,1647,13
148272,Iowa,Sac City,2008,2127,1,0,0,0,1,10,3,7,0,0,3,1648,13
148273,Iowa,Sergeant Bluff,2008,4017,13,0,1,0,12,75,16,58,1,2,3,1649,13
148274,Iowa,Sheldon,2008,4740,6,0,0,0,6,78,13,59,6,0,3,1650,13
148275,Iowa,Shenandoah,2008,4995,0,0,0,0,0,96,20,68,8,2,3,1651,13
148276,Iowa,Sioux City,2008,82404,327,5,38,55,229,2699,522,2024,153,25,3,1652,13
148277,Iowa,Spencer,2008,10952,0,0,0,0,0,384,135,247,2,2,3,1653,13
148278,Iowa,Spirit Lake,2008,4695,4,0,0,0,4,186,38,146,2,0,3,1654,13
148279,Iowa,State Center,2008,1351,1,0,0,0,1,20,0,19,1,1,3,1655,13
148280,Iowa,Storm Lake,2008,9664,43,0,2,0,41,390,92,282,16,7,3,1656,13
148281,Iowa,Story City,2008,3347,1,0,0,0,1,37,14,22,1,0,3,1657,13
148282,Iowa,Urbandale,2008,39345,42,1,6,8,27,678,134,524,20,4,3,1658,13
148283,Iowa,Vinton,2008,5106,4,0,1,0,3,95,26,67,2,0,3,1659,13
148284,Iowa,Waterloo,2008,66098,510,2,43,112,353,2824,779,1874,171,38,3,1660,13
148285,Iowa,Waukee,2008,13279,11,0,0,1,10,231,103,125,3,2,3,1661,13
148286,Iowa,Waverly,2008,9307,58,0,3,1,54,151,29,113,9,0,3,1662,13
148287,Iowa,Webster City,2008,7736,47,0,6,3,38,180,29,145,6,0,3,1663,13
148288,Iowa,West Burlington,2008,3317,14,0,1,1,12,271,29,232,10,0,3,1664,13
148289,Iowa,West Des Moines,2008,55765,131,1,18,28,84,1746,217,1482,47,9,3,1665,13
148290,Iowa,West Union,2008,2436,5,0,0,1,4,15,3,11,1,1,3,6779,13
148291,Iowa,Williamsburg,2008,2815,3,0,0,0,3,23,7,16,0,0,3,1667,13
148292,Iowa,Wilton,2008,2820,10,0,1,0,9,25,10,14,1,0,3,1111,13
148293,Iowa,Windsor Heights,2008,4536,14,0,0,3,11,272,27,239,6,0,3,1668,13
148294,Iowa,Winterset,2008,4856,6,0,1,0,5,63,13,49,1,0,3,1669,13
148295,Idaho,Aberdeen,2008,1750,0,0,0,0,0,8,2,6,0,0,3,1670,14
148296,Idaho,American Falls,2008,4080,11,0,2,1,8,104,9,92,3,1,3,1671,14
148297,Idaho,Bellevue,2008,2207,10,0,0,0,10,43,15,26,2,0,3,1672,14
148298,Idaho,Blackfoot,2008,10917,27,0,11,1,15,394,39,338,17,3,3,1673,14
148299,Idaho,Boise,2008,203770,551,1,81,64,405,5896,1105,4576,215,48,3,1674,14
148300,Idaho,Bonners Ferry,2008,2636,3,0,1,0,2,38,6,30,2,0,3,1675,14
148301,Idaho,Buhl,2008,4044,8,0,1,0,7,117,24,87,6,0,3,1676,14
148302,Idaho,Caldwell,2008,41766,165,0,26,12,127,1416,259,1059,98,13,3,1677,14
148303,Idaho,Cascade,2008,1003,1,0,0,0,1,3,0,3,0,0,3,1678,14
148304,Idaho,Challis,2008,869,6,0,2,0,4,21,1,20,0,0,3,1679,14
148305,Idaho,Chubbuck,2008,11800,42,0,5,3,34,570,44,513,13,2,3,1680,14
148306,Idaho,Cottonwood,2008,1034,5,0,0,0,5,8,4,4,0,0,3,77,14
148307,Idaho,Emmett,2008,6428,15,0,3,0,12,192,42,143,7,2,3,1682,14
148308,Idaho,Filer,2008,2050,1,0,1,0,0,6,0,4,2,0,3,1683,14
148309,Idaho,Fruitland,2008,4709,12,0,1,0,11,99,21,70,8,0,3,1684,14
148310,Idaho,Garden City,2008,11676,31,0,5,3,23,405,107,272,26,7,3,1488,14
148311,Idaho,Gooding,2008,3186,12,0,2,0,10,65,14,48,3,1,3,1685,14
148312,Idaho,Grangeville,2008,3076,5,0,1,0,4,111,22,85,4,0,3,1686,14
148313,Idaho,Hagerman,2008,770,0,0,0,0,0,8,2,4,2,0,3,1687,14
148314,Idaho,Hailey,2008,8058,32,0,3,0,29,120,53,54,13,0,3,1688,14
148315,Idaho,Heyburn,2008,2665,3,0,0,0,3,29,9,16,4,0,3,1689,14
148316,Idaho,Idaho Falls,2008,53566,219,1,30,12,176,1669,306,1282,81,6,3,1692,14
148317,Idaho,Jerome,2008,8923,28,2,1,4,21,197,44,140,13,1,3,1693,14
148318,Idaho,Kamiah,2008,1085,1,0,0,0,1,27,7,18,2,1,3,1694,14
148319,Idaho,Kellogg,2008,2205,2,0,1,0,1,70,12,53,5,1,3,1695,14
148320,Idaho,Ketchum,2008,3263,10,0,2,0,8,109,23,80,6,1,3,1696,14
148321,Idaho,Kimberly,2008,3065,7,0,0,0,7,45,16,28,1,0,3,147,14
148322,Idaho,Lewiston,2008,31911,45,1,9,7,28,1059,237,774,48,1,3,1697,14
148323,Idaho,McCall,2008,2663,16,0,10,0,6,149,36,110,3,0,3,1698,14
148324,Idaho,Meridian,2008,69466,108,1,7,13,87,1146,266,843,37,12,3,1699,14
148325,Idaho,Montpelier,2008,2323,3,0,1,0,2,65,8,57,0,0,3,1700,14
148326,Idaho,Moscow,2008,23470,20,0,4,4,12,588,61,512,15,0,3,1701,14
148327,Idaho,Mountain Home,2008,12328,43,0,2,5,36,382,43,328,11,5,3,367,14
148328,Idaho,Nampa,2008,83007,274,0,64,20,190,2378,502,1714,162,22,3,1702,14
148329,Idaho,Orofino,2008,3052,20,0,1,1,18,99,38,55,6,4,3,1703,14
148330,Idaho,Osburn,2008,1376,2,0,1,0,1,8,2,6,0,0,3,1704,14
148331,Idaho,Parma,2008,1838,6,0,0,0,6,31,3,28,0,0,3,1705,14
148332,Idaho,Payette,2008,7679,12,0,2,1,9,160,34,120,6,1,3,1706,14
148333,Idaho,Pinehurst,2008,1544,0,0,0,0,0,16,1,11,4,0,3,1707,14
148334,Idaho,Pocatello,2008,54946,185,1,37,11,136,1654,260,1328,66,11,3,1708,14
148335,Idaho,Ponderay,2008,704,4,0,0,1,3,82,8,73,1,1,3,1709,14
148336,Idaho,Post Falls,2008,26473,79,0,13,4,62,591,95,464,32,4,3,1710,14
148337,Idaho,Preston,2008,4980,3,0,0,0,3,84,12,72,0,3,3,1711,14
148338,Idaho,Priest River,2008,1928,5,0,0,1,4,36,9,24,3,0,3,1712,14
148339,Idaho,Rathdrum,2008,6876,10,0,1,0,9,137,19,106,12,1,3,1713,14
148340,Idaho,Rexburg,2008,29177,8,0,0,0,8,229,42,176,11,1,3,1714,14
148341,Idaho,Rigby,2008,3351,7,0,2,0,5,95,21,72,2,0,3,1715,14
148342,Idaho,Rupert,2008,5010,12,0,3,0,9,98,17,76,5,0,3,1716,14
148343,Idaho,Salmon,2008,2945,5,0,1,1,3,27,14,13,0,0,3,1717,14
148344,Idaho,Sandpoint,2008,8402,13,0,1,0,12,237,48,181,8,0,3,1718,14
148345,Idaho,Shelley,2008,4187,5,0,1,0,4,52,2,45,5,0,3,1719,14
148346,Idaho,Soda Springs,2008,3065,4,0,0,1,3,35,5,28,2,0,3,1720,14
148347,Idaho,Spirit Lake,2008,1744,8,0,0,0,8,34,13,18,3,1,3,1654,14
148348,Idaho,St. Anthony,2008,3410,3,0,1,0,2,33,6,27,0,0,3,1721,14
148349,Idaho,St. Maries,2008,2619,16,0,3,0,13,33,7,24,2,0,3,1722,14
148350,Idaho,Sun Valley,2008,1450,4,0,1,1,2,28,9,18,1,0,3,1723,14
148351,Idaho,Twin Falls,2008,42417,137,1,26,11,99,1567,277,1212,78,14,3,1724,14
148352,Idaho,Weiser,2008,5318,10,0,0,1,9,102,29,65,8,0,3,1725,14
148353,Idaho,Wendell,2008,2425,8,0,1,0,7,37,13,23,1,1,3,1726,14
148354,Idaho,Wilder,2008,1431,1,0,0,0,1,26,3,23,0,0,3,1727,14
148355,Illinois,Aurora,2008,174488,0,2,0,154,537,4347,879,3216,252,33,3,924,15
148356,Illinois,Chicago,2008,2829304,0,510,0,16653,17032,131053,26041,86043,18969,637,3,1728,15
148357,Illinois,Elgin,2008,105535,0,2,0,84,164,2351,473,1716,162,4,3,1729,15
148358,Illinois,Joliet,2008,149617,0,5,0,167,368,3971,844,2985,142,30,3,1730,15
148359,Illinois,Naperville,2008,144205,0,2,0,23,92,2431,322,2037,72,10,3,1731,15
148360,Illinois,Rockford,2008,157262,2209,20,125,582,1482,9862,2867,6262,733,58,3,214,15
148361,Indiana,Albion,2008,2328,0,0,0,0,0,0,0,0,0,0,3,1732,16
148362,Indiana,Alexandria,2008,5839,5,0,2,1,2,242,34,205,3,1,3,1733,16
148363,Indiana,Anderson,2008,57019,199,3,29,97,70,2893,569,2073,251,20,3,485,16
148364,Indiana,Angola,2008,7951,8,0,0,3,5,463,31,420,12,5,3,1734,16
148365,Indiana,Auburn,2008,12926,10,0,4,2,4,416,48,356,12,1,3,42,16
148366,Indiana,Aurora,2008,4072,34,0,2,1,31,90,17,70,3,0,3,924,16
148367,Indiana,Bargersville,2008,2730,4,0,0,0,4,0,0,0,0,0,3,1736,16
148368,Indiana,Batesville,2008,6420,6,0,0,0,6,95,20,75,0,1,3,3196,16
148369,Indiana,Bedford,2008,13458,30,1,6,5,18,559,72,466,21,3,3,1737,16
148370,Indiana,Beech Grove,2008,14191,34,0,4,22,8,523,107,342,74,0,3,1738,16
148371,Indiana,Berne,2008,4243,0,0,0,0,0,55,9,44,2,1,3,1739,16
148372,Indiana,Bloomington,2008,72337,268,3,31,43,191,2782,635,1997,150,24,3,1740,16
148373,Indiana,Bluffton,2008,9333,2,0,1,1,0,285,58,220,7,0,3,1741,16
148374,Indiana,Boonville,2008,6713,0,0,0,0,0,181,5,167,9,0,3,1742,16
148375,Indiana,Brazil,2008,8212,77,0,0,2,75,278,54,211,13,2,3,6780,16
148376,Indiana,Bremen,2008,4659,1,0,0,0,1,73,21,46,6,0,3,1440,16
148377,Indiana,Brownsburg,2008,20122,28,0,1,3,24,335,45,268,22,1,3,1743,16
148378,Indiana,Burns Harbor,2008,1122,2,0,0,0,2,43,8,32,3,0,3,1744,16
148379,Indiana,Carmel,2008,65982,23,0,3,5,15,970,134,788,48,2,3,539,16
148380,Indiana,Cedar Lake,2008,10817,10,0,3,3,4,314,55,231,28,2,3,1745,16
148381,Indiana,Charlestown,2008,7252,4,0,1,1,2,313,74,232,7,0,3,1746,16
148382,Indiana,Chesterfield,2008,2738,4,0,0,1,3,58,8,49,1,0,3,1747,16
148383,Indiana,Chesterton,2008,12830,11,0,2,5,4,352,60,284,8,2,3,1748,16
148384,Indiana,Clarks Hill,2008,689,1,0,0,0,1,5,3,1,1,1,3,1749,16
148385,Indiana,Clinton,2008,4817,13,0,2,1,10,97,30,59,8,3,3,291,16
148386,Indiana,Columbia City,2008,8307,9,0,2,1,6,166,25,128,13,0,3,1750,16
148387,Indiana,Columbus,2008,39889,46,1,5,13,27,1978,177,1695,106,2,3,1459,16
148388,Indiana,Corydon,2008,2755,0,0,0,0,0,39,9,23,7,0,3,1752,16
148389,Indiana,Crawfordsville,2008,15061,29,0,3,9,17,770,139,606,25,2,3,1753,16
148390,Indiana,Crown Point,2008,24479,10,0,2,6,2,643,48,545,50,5,3,1754,16
148391,Indiana,Culver,2008,1494,1,0,0,0,1,21,7,14,0,0,3,1755,16
148392,Indiana,Danville,2008,8229,7,0,0,0,7,117,15,91,11,0,3,296,16
148393,Indiana,Decatur,2008,9484,8,0,0,2,6,88,12,67,9,0,3,86,16
148394,Indiana,Dyer,2008,15924,10,0,2,6,2,376,24,335,17,1,3,1757,16
148395,Indiana,East Chicago,2008,29890,300,17,7,162,114,1889,407,1272,210,5,3,1758,16
148396,Indiana,Elkhart,2008,52654,210,7,33,161,9,3567,906,2464,197,31,3,1842,16
148397,Indiana,Elwood,2008,8968,6,1,0,4,1,670,188,455,27,0,3,1759,16
148398,Indiana,Evansville,2008,115639,462,5,65,124,268,5433,1104,4083,246,96,3,1760,16
148399,Indiana,Fairmount,2008,2711,7,0,0,0,7,77,14,60,3,0,3,1761,16
148400,Indiana,Fishers,2008,70594,26,0,4,12,10,936,89,804,43,1,3,1762,16
148401,Indiana,Fort Wayne,2008,251194,816,25,96,479,216,10314,2410,7238,666,96,3,1763,16
148402,Indiana,Franklin,2008,23088,91,0,11,5,75,1086,106,962,18,1,3,1487,16
148403,Indiana,Gary,2008,95699,890,49,51,254,536,4148,1406,1766,976,0,3,1764,16
148404,Indiana,Gas City,2008,5662,5,0,0,0,5,173,29,137,7,0,3,1765,16
148405,Indiana,Georgetown,2008,3034,2,0,0,1,1,21,4,16,1,0,3,1129,16
148406,Indiana,Goshen,2008,32152,45,0,13,21,11,1282,196,1048,38,17,3,1766,16
148407,Indiana,Greendale,2008,4370,14,0,0,2,12,68,30,35,3,0,3,1767,16
148408,Indiana,Greenfield,2008,18872,12,0,2,6,4,339,48,275,16,3,3,629,16
